itemid,priceupdatedate,itemcode,itemname,manufacturername,manufacturecountry,manufactureritemdescription,unitqty,quantity,unitofmeasure,itemprice,unitofmeasureprice
337436,2025-01-20 06:07:46,788364066121,מארז ראש ג'לי חמוץ ב,גואנדונג באישנג פודס,סין,מארז ראש ג'לי חמוץ ב,גרמים,330.00,100 גרם,29.90,9.0606
337469,2025-01-20 17:07:39,8700216083355,כדוריות לנור לכביסה,פרוקטר & גמבל,אנגליה,כדוריות לנור לכביסה,,570.00,,57.90,10.1579
337478,2025-01-21 14:27:36,7290119373727,סלט חציל בטחינה אחלה,שטראוס,ישראל,סלט חציל בטחינה אחלה,,250.00,,9.90,3.9600
337480,2025-01-21 14:47:36,7290119373703,סלט טחינה חריפה אחלה,,,סלט טחינה חריפה אחלה,,,,,
337579,2025-01-29 15:27:41,8720181483226,דאודורנט אקס פרימיום,יוניליוור,אנגליה,דאודורנט אקס פרימיום,מיליליטרים,150.00,"100 מ""ל",14.90,9.9333
337617,2025-02-02 13:27:36,7290108622089,יין מוסקטו לבן מבעבע,לוזנו,ספרד,יין מוסקטו לבן מבעבע,,750.00,,39.90,5.3200
249290,2025-02-04 14:15:28,7290001929889,מיקס פירות יבשים ומס,דין שיווק,ישראל,מיקס פירות יבשים ומס,גרמים,600.00,100 גרם,34.90,5.8167
324043,2025-02-05 11:34:25,7290019302483,יין כרמל 216 פורט מת,יקבי כרמל,,יין כרמל 216 פורט מת,מיליליטרים,750.00,"100 מ""ל",99.90,13.3200
246888,2015-01-01 00:00:00,7290003989553,טורטליני פטריות שטרא,שטראוס,,טורטליני פטריות שטרא,גרמים,400.00,100 גרם,19.90,4.9750
249371,,7290009069266,בוטן בקליפה במשקל,דין שיווק,,בוטן בקליפה במשקל,קילוגרמים,1.00,"ק""ג",15.00,15.0000
246437,2015-09-20 14:12:44,7290000288390,"קוטל K600 סנו 500 מ""",סנו,,"קוטל K600 סנו 500 מ""",מיליליטרים,500.00,"100 מ""ל",19.90,3.9800
269061,2015-10-13 08:17:18,7290019297413,מעדן אפרסק שקדיה 284,",",סין,מעדן אפרסק שקדיה 284,גרמים,284.00,100 גרם,9.90,3.4859
248488,2016-02-24 10:20:48,7290009000801,צנונית יח,ברכת קטיף,ישראל,צנונית יח,"Unknown ",0.00,"יחידה   ",4.90,0.0000
293315,2016-09-13 12:40:46,7290016276787,מעדן אננס שקדיה 284,שקדיה,,מעדן אננס שקדיה 284,גרמים,284.00,100 גרם,9.90,3.4859
246207,2018-10-07 08:42:58,7290002319702,ציפורן שלם מיה 40 גר,מיה תעשיות מזון בעמ,,ציפורן שלם מיה 40 גר,,40.00,,8.90,22.2500
247308,2018-10-07 08:44:05,7290000504049,ממתיק קלאסי סוכרזית,שטראוס,,ממתיק קלאסי סוכרזית,,98.00,,17.90,18.2653
297836,2018-10-07 18:20:24,5904941751371,משקה אנרגיה בלו דיי,אקו ביט,פולין,משקה אנרגיה בלו דיי,מיליליטרים,250.00,"100 מ""ל",3.90,1.5600
303433,2018-12-13 11:02:04,7290110000479,פריכיות אורז ללא מלח,בטר אנד דיפרנט,ישראל,פריכיות אורז ללא מלח,גרמים,210.00,100 גרם,7.90,3.7619
305061,2019-04-01 09:15:48,8717163647240,דאו ספריי אקס שוקולד,יוניליוור,אנגליה,דאו ספריי אקס שוקולד,מיליליטרים,150.00,"100 מ""ל",9.90,6.6000
308776,2019-12-04 17:07:57,7290015858113,ממרח עגבניות מיובשות,מדשא,ישראל,ממרח עגבניות מיובשות,גרמים,180.00,100 גרם,15.90,8.8333
309529,2020-02-09 14:28:00,3428681000961,"קוניאק דופוי 700 מ""ל",באך גבריאלסון,צרפת,"קוניאק דופוי 700 מ""ל",מיליליטרים,700.00,"100 מ""ל",119.90,17.1286
247754,2020-07-06 11:36:58,7290000066226,ביסלי פיצה 200 גרם,אסם,ישראל,ביסלי פיצה 200 גרם,גרמים,200.00,100 גרם,6.50,3.2500
312519,2020-08-10 14:07:56,7290108620160,יין אימפריאל סוביניו,יקבי ציון,,יין אימפריאל סוביניו,מיליליטרים,750.00,"100 מ""ל",29.90,3.9867
312518,2020-08-10 14:28:06,7290108620153,יין אסטייט קברנה סמי,,,יין אסטייט קברנה סמי,,,,34.90,4.6533
312713,2020-08-20 07:48:01,844510012111,יין רמת יהודה קברנה,אגדת,,יין רמת יהודה קברנה,,,,69.90,9.3200
247034,2020-10-08 09:04:59,7290009004151,גינגר,ברכת קטיף,,גינגר,קילוגרמים,1.00,"ק""ג",19.90,19.9000
295146,2020-11-11 13:37:15,7290008670029,יין רקנאטי מרלו,יקב רקאנטי,,יין רקנאטי מרלו,מיליליטרים,750.00,"100 מ""ל",49.90,6.6533
315233,2021-01-31 12:07:48,8720181043093,דאו ספריי אקס אפולו,יוניליוור,אנגליה,דאו ספריי אקס אפולו,,150.00,,9.90,6.6000
246641,2021-02-14 09:22:22,7290009003154,אבטיח,אראל תוצרת חקלאית בע,ישראל,אבטיח,קילוגרמים,1.00,"ק""ג",7.90,7.9000
316450,2021-04-06 15:28:03,7290013430083,בירה אלכסנדר בלונד 5,יקבי כרמל,,בירה אלכסנדר בלונד 5,מיליליטרים,330.00,"100 מ""ל",12.90,3.9091
317115,2021-05-25 13:47:35,8938535541366,דפי אורז צבעוניים לל,CHANH KHANG COMPANY,ויטנאם,דפי אורז צבעוניים לל,גרמים,400.00,100 גרם,14.90,3.7250
250538,2021-08-15 13:56:42,7290010176243,תאי נודלס בטעם סיני,זיזיאנג גרין הום פוד,סין,תאי נודלס בטעם סיני,,65.00,,3.90,6.0000
319295,2021-10-24 12:47:35,7290112124999,דאו ספריי אקס שחור פ,יוניליוור,אנגליה,דאו ספריי אקס שחור פ,מיליליטרים,150.00,"100 מ""ל",9.90,6.6000
319924,2021-11-22 10:07:32,7290019230007,חלה כוסמין 500 גרם,ספיישל בייקרי,ישראל,חלה כוסמין 500 גרם,גרמים,500.00,100 גרם,15.90,3.1800
320102,2021-11-30 11:07:33,7290017946399,מרכך סוד ארומתרפי אד,הנקל סוד,,מרכך סוד ארומתרפי אד,מיליליטרים,900.00,"100 מ""ל",11.90,1.3222
320999,2022-01-31 13:47:32,7290003726592,טופו מתובל בפסטו משק,שטראוס,,טופו מתובל בפסטו משק,,300.00,,10.90,3.6333
321223,2022-02-09 16:27:34,7290014738980,יין בראשית קברנה 202,יקב בראשית,,יין בראשית קברנה 202,,750.00,,69.90,9.3200
321326,2022-02-14 16:07:33,7290015279253,יין עמק יזרעאל דואט,יקב עמק יזרעאל,,יין עמק יזרעאל דואט,,,,99.90,13.3200
247174,2022-02-23 10:05:02,7290004575373,שלגוני ריאו מצופים ש,"גלידות ריאו ביח""ר לג",,שלגוני ריאו מצופים ש,גרמים,480.00,100 גרם,14.90,3.1042
249006,2022-02-27 08:48:05,7290011091088,כורכום פרג 500 גרם,תבליני הדור השלישי,,כורכום פרג 500 גרם,,500.00,,34.90,6.9800
246332,2022-05-29 09:48:40,7290002701026,פערפיל בתנור משובח 4,גיי אפ פי ייצור מזון,,פערפיל בתנור משובח 4,,400.00,,7.90,1.9750
304274,2022-07-24 09:13:31,7290017884172,עוגיות מרוקאיות שירה,מאפיית ישראל חיפה,,עוגיות מרוקאיות שירה,,500.00,,11.50,2.3000
264402,2022-07-24 09:13:32,7290012738524,מצות חמץ כוסמין יהוד,מצות יהודה,,מצות חמץ כוסמין יהוד,,300.00,,23.90,7.9667
287228,2022-08-21 07:26:27,7290015781282,יין אימפרשן גוורצטרמ,יקב טפרברג 1870 בעמ,,יין אימפרשן גוורצטרמ,מיליליטרים,750.00,"100 מ""ל",49.90,6.6533
309566,,7290015781664,יין אלגרו למבורסקו ל,,,יין אלגרו למבורסקו ל,,,,34.90,4.6533
323953,2022-08-28 16:27:35,7290017298016,יין סמבטיון ספיישל ר,יקב סמבטיון,,יין סמבטיון ספיישל ר,,,,179.90,23.9867
250931,2022-09-04 08:29:28,7290002255086,קובה ביתית אלקיים 70,חטיפי אלקיים בעמ,,קובה ביתית אלקיים 70,גרמים,700.00,100 גרם,21.90,3.1286
268950,2022-10-02 09:38:11,7290015321389,פטרוזיליה פרג 80 גרם,תבליני הדור השלישי,,פטרוזיליה פרג 80 גרם,,80.00,,,27.3750
324776,2022-10-31 14:27:36,8850367994786,מחית קארי אדומה מאי,טאפאדונגפורן קוקינט,תאילנד,מחית קארי אדומה מאי,,50.00,,4.90,9.8000
324937,2022-11-09 17:27:35,5900020041142,קורנפלקס פיטנס 500 ג,סי.פי,פולין,קורנפלקס פיטנס 500 ג,,500.00,,12.90,2.5800
325660,2022-12-13 12:07:49,7290016373769,טופי בטעם פירות 2 צב,פאסין אס אי,ברזיל,טופי בטעם פירות 2 צב,,,,19.90,3.9800
247594,2023-01-01 07:52:07,7290005966088,יין הר חרמון אדום,יקב רמת הגולן,ישראל,יין הר חרמון אדום,מיליליטרים,750.00,"100 מ""ל",34.90,4.6533
321004,2023-01-01 07:52:10,5411188135005,משקה שיבולת  1.8% שו,שטראוס,,משקה שיבולת  1.8% שו,קילוגרמים,1.00,"ליטר    ",14.90,14.9000
308571,2023-01-01 07:52:17,7290110324728,ממרח סויה עם שום שמי,תנובה,,ממרח סויה עם שום שמי,גרמים,250.00,100 גרם,9.50,3.8000
197692,2022-10-07 08:17:10,7290015321341,חוואיג למרק פרג 250,תבליני הדור השלישי,ישראל,חוואיג למרק פרג 250,גרמים,250.00,100 גרם,21.90,8.7600
197697,2022-10-20 11:24:27,7290015321396,בזיליקום פרג 80 גרם,,,בזיליקום פרג 80 גרם,,80.00,,,27.3750
196993,2022-10-28 08:17:39,7290014555754,תחליב נובו בלוסום 70,סאסאטק,,תחליב נובו בלוסום 70,מיליליטרים,700.00,"100 מ""ל",7.90,1.1286
238809,2022-10-31 14:27:34,8858271003075,רוטב סויה מתוקה מקסצ,דאנינג יוה פודס קו,תאילנד,רוטב סויה מתוקה מקסצ,,,,14.90,2.1286
239629,2022-12-07 11:27:30,7290018283158,לחוח  3 יחידות,פיתא,ישראל,לחוח  3 יחידות,גרמים,540.00,100 גרם,,2.7593
239897,2022-12-29 10:27:44,8906038740821,קלחי תירס בוואקום לי,אראל תוצרת חקלאית בע,,קלחי תירס בוואקום לי,,500.00,,11.90,2.3800
195976,2023-01-01 11:46:34,7290014466128,יין הר חרמון אינדיגו,יקב רמת הגולן,,יין הר חרמון אינדיגו,מיליליטרים,750.00,"100 מ""ל",34.90,4.6533
228891,2023-01-01 11:47:18,7290015951227,יין גמלא סירה,,,יין גמלא סירה,,,,66.90,8.9200
192323,2023-01-04 12:44:22,7290015014236,בייבי מיקס מהדרין,בוסתן עשבי תיבול,,בייבי מיקס מהדרין,"Unknown ",0.00,"יחידה   ",11.90,0.0000
186225,2023-01-10 12:36:24,7290105968098,קולסלאו אחלה 500 גרם,שטראוס גרופ,,קולסלאו אחלה 500 גרם,גרמים,500.00,100 גרם,15.90,3.1800
240099,2023-01-10 15:47:48,7290006256089,יין גאטו נגרו קברנה,פינקה לה סליה,צילה,יין גאטו נגרו קברנה,מיליליטרים,750.00,"100 מ""ל",35.90,4.7867
240100,,8033275522368,יין מונטארו קיאנטי,סרסטל,איטליה,יין מונטארו קיאנטי,,,,54.90,7.3200
240103,2023-01-10 16:07:48,7290017647722,יין גמלא בלאנקו,יקב רמת הגולן,ישראל,יין גמלא בלאנקו,,,,64.90,8.6533
235694,2023-02-01 11:30:43,7290112485601,כוס קריסטל פסים לפיד,פאלאס,סין,כוס קריסטל פסים לפיד,"Unknown ",0.00,"יחידה   ",17.90,0.0000
209794,2023-02-01 11:30:44,7290104858536,כוסות קינוח לפיד,FGM,,כוסות קינוח לפיד,,,,11.90,
222503,2023-02-01 11:30:51,7290112482914,צלחות מרק פרח זהב לפ,פאלאס,תורכיה,צלחות מרק פרח זהב לפ,,,,9.90,
240621,2023-02-15 13:27:29,7290011725631,בייבי מיקס,",",לא ידוע,בייבי מיקס,,,,12.90,
240853,2023-03-02 12:47:38,835811000556,כוסות יין מהודרות על,פורטה,תורכיה,כוסות יין מהודרות על,,,,,
240980,2023-03-06 23:27:27,7290110577599,פריכיות אנרג'י משולש,פרח תעשיות,ישראל,פריכיות אנרג'י משולש,גרמים,30.00,100 גרם,4.90,16.3333
215044,2023-03-28 14:58:13,7290112481047,כוס יין עם רגל בלו ש,פאלאס,סין,כוס יין עם רגל בלו ש,"Unknown ",0.00,"יחידה   ",19.90,0.0000
241416,2023-03-28 16:07:51,7290113197176,חמאת בוטנים טבעית עם,סופ נוטרי פודס,הודו,חמאת בוטנים טבעית עם,גרמים,510.00,100 גרם,13.90,2.7255
236049,2023-04-09 12:41:36,7290012228261,נקניקיות ריינהולדס ק,זוגלובק,ישראל,נקניקיות ריינהולדס ק,,300.00,,21.90,7.3000
236050,,7290012228278,נקניקיות ריינהולדס ב,,,נקניקיות ריינהולדס ב,,,,,
241593,2023-04-19 11:07:32,7290009009323,שורש פטרוזיליה,",",,שורש פטרוזיליה,"Unknown ",0.00,"יחידה   ",5.90,0.0000
159059,2023-04-30 08:43:35,7290000226569,עוגת טורט קצפת בטעם,קפולסקי אדל בעמ,,עוגת טורט קצפת בטעם,"פריט    ",1.00,"ק""ג     ",69.90,69.9000
241910,2023-05-14 14:47:34,7290019462019,עלי תרד ניזילנדי,",",,עלי תרד ניזילנדי,"Unknown ",0.00,"יחידה   ",11.90,0.0000
242019,2023-05-23 11:07:30,7290011725112,עירית מהדרין ברכת דו,מרינה,,עירית מהדרין ברכת דו,,,,5.90,
242093,2023-06-01 12:47:31,835811004844,מכסים לתבניות אלומינ,",",,מכסים לתבניות אלומינ,,,,19.90,
242154,2023-06-08 09:27:34,7290119039937,עוגת פס נפוליאון 400,קפולסקי אדל בעמ,,עוגת פס נפוליאון 400,גרמים,400.00,100 גרם,44.90,11.2250
187794,2023-06-11 12:32:00,7290011501570,מיץ שזיפים פרון 946,",",ארצות הברית,מיץ שזיפים פרון 946,מיליליטרים,946.00,"100 מ""ל",24.90,2.6321
242276,2023-06-15 13:07:28,7290016867299,"לחמניות כוסמין ד""ר מ",מאפית י את א ברמן בע,ישראל,"לחמניות כוסמין ד""ר מ",גרמים,428.00,100 גרם,18.90,4.4159
242322,2023-06-22 08:27:31,7290117382875,ממרח פסטו אדום מאסטר,סימנס,איטליה,ממרח פסטו אדום מאסטר,,190.00,,15.80,8.3158
173794,2023-06-25 07:44:26,7290011133375,מארז בירה שנדי אפרסק,טמפו,ישראל,מארז בירה שנדי אפרסק,קילוגרמים,1.98,"ליטר    ",28.90,14.5960
242378,2023-06-26 08:47:32,7290002857723,פילה נסיכת הנילוס טר,נטו,,פילה נסיכת הנילוס טר,,1.00,"ק""ג",29.90,29.9000
242675,2023-07-13 12:27:44,7290117260302,גבינת מוצרלה פרוסות,איי. בי. וילקיסקיו,ליטא,גבינת מוצרלה פרוסות,גרמים,800.00,100 גרם,39.90,4.9875
243035,2023-08-01 15:27:35,7290112005519,מבשם אוויר+מכשיר איר,רקיט בנקיזר,הונגריה,מבשם אוויר+מכשיר איר,"Unknown ",0.00,"יחידה   ",54.90,0.0000
178206,2023-08-06 08:04:28,87752005644,יין ברטנורא מוסקטו,מיסזקו אס.איי,איטליה,יין ברטנורא מוסקטו,מיליליטרים,750.00,"100 מ""ל",53.90,7.1867
236440,2023-08-07 08:29:15,7290118303008,יין גרוס אוניקס 2019,יקב גרוס,ישראל,יין גרוס אוניקס 2019,,,,89.90,11.9867
243125,2023-08-07 09:47:33,7290019603092,מארז  תן צ'אפ כריות,מיה תעשיות מזון בעמ,,מארז  תן צ'אפ כריות,גרמים,96.00,100 גרם,8.90,9.2708
243539,2023-08-23 17:27:29,7290000498775,לחם קסטן בסגנון הולנ,מאפית י את א ברמן בע,,לחם קסטן בסגנון הולנ,,600.00,,16.90,2.8167
189923,2023-08-27 08:55:11,7290005287510,טונה בשמן פלפל חריף,סטארקיסט,,טונה בשמן פלפל חריף,,160.00,,7.50,4.6875
243857,2023-09-10 13:47:29,7290015652131,רוטב עגבניות נפוליטנ,גוסטובוב אלמנטארי,תורכיה,רוטב עגבניות נפוליטנ,,400.00,,9.90,2.4750
187585,2023-09-20 08:19:18,5410126116953,ממרח עוגיות לוטוס 40,לוטוס,בלגיה,ממרח עוגיות לוטוס 40,,,,21.50,5.3750
244349,2023-10-10 16:07:29,835811007715,קסרול שקוף נצנץ זהב,אינפלסטיק בעמ,ישראל,קסרול שקוף נצנץ זהב,"Unknown ",0.00,"יחידה   ",19.90,0.0000
210884,2023-10-17 07:12:31,7290013927392,סירופ אחוה בטעם אננס,אחדות ביחר לטחינה חל,,סירופ אחוה בטעם אננס,קילוגרמים,4.00,"ליטר    ",32.90,8.2250
244461,2023-10-19 13:47:31,693493236966,שום כתוש ביסבס 180 ג,ביסבס,,שום כתוש ביסבס 180 ג,גרמים,180.00,100 גרם,12.90,7.1667
244482,2023-10-22 11:27:29,7290001131671,רצועות אנטריקוט דק ד,"דנוור משי אחזקות בע""",,רצועות אנטריקוט דק ד,,400.00,,44.90,11.2250
240009,2023-11-03 08:26:41,7290117901755,טורטיה מקמח חיטה XL,אקסולר,תורכיה,טורטיה מקמח חיטה XL,,900.00,,17.90,1.9889
216145,2023-11-26 08:05:19,5000299295021,ויסקי גלנליווט 15 שנ,גורג וגיי גי סמית,ארצות הברית,ויסקי גלנליווט 15 שנ,מיליליטרים,700.00,"100 מ""ל",249.90,35.7000
245285,2023-12-03 10:27:32,7290112487636,צלחות קטנות פרח ורוד,פאלאס,תורכיה,צלחות קטנות פרח ורוד,"Unknown ",0.00,"יחידה   ",9.90,0.0000
245286,,7290112487643,צלחות גדולות פרח ורו,,,צלחות גדולות פרח ורו,,,,11.90,
245288,,7290112487667,צלחות לפתן פרח ורוד,,,צלחות לפתן פרח ורוד,,,,6.90,
243059,2024-01-01 09:18:35,7290019204206,פסטרמה בסגנון רומני,עוף טוב,ישראל,פסטרמה בסגנון רומני,גרמים,320.00,100 גרם,24.90,7.7812
159977,2024-01-07 08:11:22,7290009004151,גינגר,ברכת קטיף,,גינגר,קילוגרמים,1.00,"ק""ג",19.90,19.9000
181591,2024-01-07 08:11:46,7290009077575,זית סורי במשקל,דין שיווק,יוון,זית סורי במשקל,,,,49.00,49.0000
222923,,856591000109,עוגיות מזרחיות פריכו,עבאדי,ישראל,עוגיות מזרחיות פריכו,גרמים,400.00,100 גרם,17.50,4.3750
202846,2024-01-07 08:11:47,7290019297161,טורטיות קמח חיטה ותי,",",תורכיה,טורטיות קמח חיטה ותי,,450.00,,11.90,2.6444
208483,2024-01-15 06:19:32,7290004093037,כנפיים עוף טרי עוף ה,יסכה,ישראל,כנפיים עוף טרי עוף ה,קילוגרמים,1.00,"ק""ג",,11.9000
245770,2024-01-15 16:07:30,7290119732074,עוגיות פרימיום שוקול,אנטיקביץ,,עוגיות פרימיום שוקול,גרמים,250.00,100 גרם,18.90,7.5600
225338,2024-01-28 08:17:47,7290101869801,מטהר חשמלי אירוויק +,רקיט בנקיזר,אנגליה,מטהר חשמלי אירוויק +,"Unknown ",0.00,"יחידה   ",25.90,0.0000
246026,2024-01-28 15:27:30,7290117905852,סוכריות גומי קפיצי ח,",",ישראל,סוכריות גומי קפיצי ח,גרמים,300.00,100 גרם,11.90,3.9667
246029,,7290117905890,סוכריות גומי קפיצי ב,,,סוכריות גומי קפיצי ב,,,,,
246031,,7290117905937,לקריץ מסוכר אדום קפי,,,לקריץ מסוכר אדום קפי,,,,,
246086,2024-02-01 11:27:32,7290018795811,שורש סלרי מרינה,מרינה,,שורש סלרי מרינה,"Unknown ",0.00,"יחידה   ",6.90,0.0000
189006,2024-02-01 12:26:55,7290000498430,חלה קלועה ברמן 500 ג,מאפית י את א ברמן בע,,חלה קלועה ברמן 500 ג,גרמים,500.00,100 גרם,4.90,0.9800
165281,2024-02-01 12:47:40,7290000498393,חלה רגילה ברמן 500 ג,,,חלה רגילה ברמן 500 ג,,,,,
189007,2024-02-04 10:23:24,7290000498317,חלה עגולה ברמן 500 ג,,,חלה עגולה ברמן 500 ג,,,,,
246219,2024-02-12 16:27:30,7290108621204,יין 1848 ספיישל אדיש,יקב 1848,,יין 1848 ספיישל אדיש,מיליליטרים,750.00,"100 מ""ל",139.90,18.6533
230088,2024-02-13 10:13:49,96619995769,פלפל צילי חריף גרוס,קוסקו הולסייל,ארצות הברית,פלפל צילי חריף גרוס,גרמים,283.00,100 גרם,29.90,10.5654
166875,2024-02-22 07:33:45,7290104061431,חומוס עם צנוברים אחל,שטראוס,ישראל,חומוס עם צנוברים אחל,,400.00,,10.80,2.7000
214734,2024-02-22 07:33:46,7290110564360,חומוס עשיר ב40% טחינ,,,חומוס עשיר ב40% טחינ,,,,14.50,3.6250
246475,2024-02-25 10:27:30,7290019204183,נגיסי עוף ישר למחבת,עוף טוב,,נגיסי עוף ישר למחבת,,600.00,,39.90,6.6500
231080,2024-02-25 10:55:37,7290114607315,משחת קולגייט מקס ווי,קולגייט פלמוליב,פולין,משחת קולגייט מקס ווי,מיליליטרים,250.00,"100 מ""ל",34.90,13.9600
175726,2024-03-03 07:04:17,7290002505013,כרעיים עוף קפוא קהיל,קהילות,ישראל,כרעיים עוף קפוא קהיל,קילוגרמים,1.00,"ק""ג",39.90,39.9000
159451,2024-03-03 07:04:22,7290002939153,שווארמה הודו טרי עטר,עטרה,,שווארמה הודו טרי עטר,,,,79.90,79.9000
189419,2024-03-03 07:04:25,7290103129392,דאו ליידי ספיד סטיק,קולגייט פלמוליב,בלרוס,דאו ליידי ספיד סטיק,גרמים,65.00,100 גרם,21.90,33.6923
237877,2024-03-03 07:04:27,7509546061672,דאו ספיד סטיק אקסטרי,,,דאו ספיד סטיק אקסטרי,,50.00,,,43.8000
202970,2024-03-03 07:04:28,8076809545457,פסטה פנה ל.גלוטן ברי,ברילה,איטליה,פסטה פנה ל.גלוטן ברי,,400.00,,17.90,4.4750
202971,,8076809545464,פסטה פוסילי ל.גלוטן,,,פסטה פוסילי ל.גלוטן,,500.00,,,3.5800
233476,2024-03-03 07:04:29,8714789966403,דאו גל ליידי ספיד סט,קולגייט פלמוליב,בלרוס,דאו גל ליידי ספיד סט,,65.00,,21.90,33.6923
190178,2024-03-03 07:04:30,7290014471436,מוזלי צימוקים תפוח ק,דין שיווק,ישראל,מוזלי צימוקים תפוח ק,,850.00,,19.90,2.3412
246547,2024-03-03 11:27:30,7290101112167,מאגדת שלגוני יוגורטי,הגלידות של פלדמן,,מאגדת שלגוני יוגורטי,,400.00,,21.90,5.4750
246555,2024-03-03 12:07:31,7290101114376,מאגדת שלגוני פלדמן ב,,,מאגדת שלגוני פלדמן ב,,210.00,,9.90,4.7143
183002,2024-03-05 11:56:37,7290006251343,תה פסיפלורה מנגו ויס,ויסוצקי,,תה פסיפלורה מנגו ויס,,63.00,,19.90,31.5873
244688,,7290019621348,חליטה גלילית ויסוצקי,,,חליטה גלילית ויסוצקי,,,,,
244689,,7290019621355,חליטה מדברית ויסוצקי,,,חליטה מדברית ויסוצקי,,,,,
187041,2024-03-12 15:53:12,7290006511928,סרדין בשמן סויה וילי,גולדן פריז,ויטנאם,סרדין בשמן סויה וילי,,330.00,,13.90,4.2121
246701,2024-03-13 12:27:31,7509546689623,משחת קולגייט אופטיק,קולגייט פלמוליב,פולין,משחת קולגייט אופטיק,,75.00,,24.90,33.2000
235544,2024-03-13 12:43:03,7290107971751,מי פה קולגייט טוטאל,,,מי פה קולגייט טוטאל,מיליליטרים,500.00,"100 מ""ל",,4.9800
246715,2024-03-13 17:27:30,7290103091460,דאו ספריי אדם בייסיק,"סאסא קוסמטיקס אגש""ח",ישראל,דאו ספריי אדם בייסיק,,200.00,,12.90,6.4500
246854,2024-03-21 10:47:34,8445291028647,מחית מרק ירקות מעורב,מטרנה,פולין,מחית מרק ירקות מעורב,גרמים,190.00,100 גרם,5.50,2.8947
245350,2024-03-21 11:09:47,7290002109914,נתחי סלמון נורווגי ק,דלידג,ישראל,נתחי סלמון נורווגי ק,,600.00,,49.90,8.3167
181831,2024-03-28 16:30:59,7290002781264,סירופ בטעם שוקולד מי,מיטב,,סירופ בטעם שוקולד מי,,,,11.90,1.9833
247151,2024-04-01 11:27:31,7290001258255,גבינת גאודה משולשים,גבינות משק יעקבס,,גבינת גאודה משולשים,קילוגרמים,1.00,"ק""ג",99.00,99.0000
247153,,7290001258736,גבינת קשקבל צאן משול,,,גבינת קשקבל צאן משול,,,,114.00,114.0000
247174,2024-04-01 13:27:32,7290112488015,קעריות אובלי בלו שיי,פאלאס,סין,קעריות אובלי בלו שיי,"Unknown ",0.00,"יחידה   ",19.90,0.0000
227941,2024-04-01 15:49:52,7290001258446,יוגורט כבשים ביו 5%,גבינות משק יעקבס,ישראל,יוגורט כבשים ביו 5%,גרמים,850.00,100 גרם,21.90,2.5765
247254,2024-04-04 15:47:30,8001841131177,ג'ל כביסה אריאל פאוו,פרוקטר & גמבל,צרפת,ג'ל כביסה אריאל פאוו,קילוגרמים,2.50,"ליטר    ",33.90,13.5600
247272,2024-04-08 11:27:31,7290112488404,"סט סכו""ם כתר לפיד זה",פאלאס,סין,"סט סכו""ם כתר לפיד זה","Unknown ",0.00,"יחידה   ",29.90,0.0000
247563,2024-04-16 16:47:31,7290019398219,יין באז קוקטלים פינק,יקבי כרמל,ישראל,יין באז קוקטלים פינק,מיליליטרים,750.00,"100 מ""ל",34.90,4.6533
224937,2024-04-30 07:23:06,7290017266596,גביעי גלידה מגולגלים,עלמה,,גביעי גלידה מגולגלים,גרמים,308.00,100 גרם,21.70,7.0455
223341,2024-05-08 06:34:43,8719200998018,מחמאה בלובנד 200 גרם,יוניליוור,,מחמאה בלובנד 200 גרם,,200.00,,5.20,2.6000
227772,2024-05-09 10:10:12,7290108504293,גבינת מנצ'גו צ'אנק י,אל פסטור,ספרד,גבינת מנצ'גו צ'אנק י,,150.00,,16.90,11.2667
230755,2024-05-19 11:22:09,7290114310567,לאבנה עיזים 5% צוריא,מילקו,ישראל,לאבנה עיזים 5% צוריא,,200.00,,16.70,8.3500
242119,2024-05-19 11:22:12,7290109580838,שניצל דק צ'ילי מן הצ,זוגלובק,,שניצל דק צ'ילי מן הצ,,620.00,,28.90,4.6613
163771,2024-05-19 11:22:17,7290003029815,חלב מועשר 3% יטבתה 2,יטבתה,,חלב מועשר 3% יטבתה 2,קילוגרמים,2.00,"ליטר    ",16.60,8.3000
245113,2024-05-19 11:22:27,7290019167105,עוגת פירורים טבעונית,עדן קינוחים בעמ,,עוגת פירורים טבעונית,גרמים,92.00,100 גרם,7.20,7.8261
247830,2024-05-19 12:47:31,7290108621242,יין 1848 ספיישל אדיש,יקב 1848,,יין 1848 ספיישל אדיש,מיליליטרים,750.00,"100 מ""ל",79.90,10.6533
238586,2024-05-21 07:30:24,7290101113836,מאגדת גלידל טילונים,הגלידות של פלדמן,,מאגדת גלידל טילונים,גרמים,275.00,100 גרם,32.90,11.9636
228747,2024-05-21 07:30:51,7290018236635,מיני שניצל פופקורן צ,עוף טוב,,מיני שניצל פופקורן צ,,600.00,,34.90,5.8167
233578,2024-05-22 06:42:01,7290110115531,פאנטה תפוח זירו 1.5,קוקה קולה,,פאנטה תפוח זירו 1.5,קילוגרמים,1.50,"ליטר    ",7.90,5.2667
247949,2024-05-22 09:27:30,7290001258323,גבינת גאודה משולשים,גבינות משק יעקבס,,גבינת גאודה משולשים,,1.00,"ק""ג",99.00,99.0000
207512,2024-05-24 06:59:46,5000299225028,ויסקי שיבאס ריגל 18,מזקקת האחים שיבאס,סקוטלנד,ויסקי שיבאס ריגל 18,מיליליטרים,750.00,"100 מ""ל",239.90,31.9867
